flight_id,aircraft_type,origin_lat,origin_lon,dest_lat,dest_lon,origin_sector,dest_sector,distance,distance_nm,cruise_altitude_ft,cruise_speed_ms,scheduled_time,fuel_consumption_kg,month,day_of_week,departure_hour,aircraft_age,carrier_reliability,airport_congestion,origin_congestion,dest_congestion,origin_weather,dest_weather,route_weather,headwind_kts,prev_delay,carrier_avg_delay,delay,delay_probability
FL000000,B737,42.01611864044244,-71.40290547966379,32.334783612168195,-96.43082385422507,ZBW,ZFW,2452579.0355849387,1324.2867362769648,37000,265.4256326904,9566.638224085413,6026.982081173811,6,1,8,1.4182799598257994,0.9748123357124425,0.859061158687376,0.8468900298318564,0.8712322875428955,0.4624859023996831,3.157091538232659,1.8896205325318758,17.60725247514388,0,5.86443023602087,0,0.42504043210611153
FL000001,B788,41.98253088580679,-81.72763710675203,42.720040406736324,-70.87859246141221,ZOB,ZBW,894672.7062582091,483.08461461026405,25000,274.7835876891,3154.786332946421,1987.5153897562452,4,3,14,0.9110656376811405,0.6986880348737554,0.6840427231033327,0.6546339291330427,0.7134515170736226,0.20179179263791272,8.921063380520792,3.8190207494601798,10.990419651217925,0,2.6759072313952004,1,0.4023082610149591
FL000002,A359,39.63435023600181,-104.56364113420621,39.13447199585642,-77.21035923119416,ZDV,ZDC,2342365.716257829,1264.7763046748537,33000,274.7835876891,8044.529045228051,5068.053298493672,2,6,20,3.088588996709091,0.9698147220127868,0.46178940137950214,0.4254938785385714,0.4980849242204329,0.6544040838938023,0.13884589706049585,-0.6124603523879586,-3.7494132030533116,1,12.683994103905647,0,0.26334233218728076
FL000003,A320,34.163959675543786,-84.0379614222102,39.6886506741382,-105.39488988350959,ZTL,ZDV,1989644.6444220182,1074.3221622149126,35000,265.4256326904,7994.811633830453,5036.731329313186,11,2,14,0.8916067553085133,0.8471126172564103,0.7966525294675252,0.8806691661622958,0.7126358927727545,1.117465051231061,1.179942639552394,2.036452304985085,32.18788733591297,0,22.725804264524267,0,0.31171583711349865
FL000004,A320,41.47467022318211,-81.63112442802361,42.55561608642613,-71.41956854559412,ZOB,ZBW,851601.1355627379,459.8278269777203,29000,252.15435105587997,3287.9227345394434,2071.3913227598496,2,1,20,7.024459333643717,0.7995163263772037,0.4306532418949956,0.4276702891337892,0.433636194656202,1.5848459246480178,4.22624744261575,2.097053080738696,12.473644346231952,0,4.573428918907626,0,0.19792729569917766
FL000005,B788,47.11315213053119,-122.32135269742243,41.41671100314878,-81.97229218952927,ZSE,ZOB,3237312.4672074444,1748.0088915806934,39000,289.245881778,11451.999857932811,7214.759910497672,8,0,13,0.46965458819852596,0.6765777904997997,0.656905717962059,0.6240774681581056,0.6897339677660123,0.9417181395073924,0.839639853921516,0.5630168501166859,12.753159818730605,1,5.794641105758362,0,0.3139842322737891
FL000006,A321,32.5187552715115,-96.62486445259412,34.01061961532872,-84.6503624560076,ZFW,ZTL,1124945.9308871275,607.4222089023367,35000,265.4256326904,4403.137837434937,2773.9768375840104,1,0,11,1.4450247462528958,0.6243678506388536,0.836313667010401,0.7593953550053432,0.9132319790154587,4.8757836757563,1.9063370045350194,3.3068952549644823,19.318960170697455,0,15.33989170011793,0,0.38098511278559877
FL000007,A320,40.59953534630054,-73.56927001126327,47.24372094414599,-122.49103364894974,ZNY,ZSE,3920881.3048797217,2117.106536112161,35000,265.4256326904,15720.180517109493,9903.71372577898,10,0,15,2.11558359283796,0.8521332724796341,0.7463255178700743,0.855530275717361,0.6371207600227876,0.7036435795865965,2.3390445700077196,0.49363321070866917,31.11860952567827,0,9.054946369093024,0,0.288856733848275
FL000008,B788,40.99814065111394,-73.83701174528578,47.68688662143646,-122.45981723343826,ZNY,ZSE,3871648.435823347,2090.5229135115264,35000,289.245881778,13946.452681978124,8786.265189646218,6,2,18,1.7776490711561714,0.8452337194126892,0.899973534194373,1.0,0.799947068388746,3.267487161870723,0.015223311155391009,1.7471188835408176,22.622495179872068,0,2.9590209637314957,0,0.4521279760244235
FL000009,B738,41.26450236768172,-81.95041035662092,34.22201055475245,-84.49490227533325,ZOB,ZTL,814313.3368985121,439.6940264030843,27000,255.06382433729402,3032.066563590644,1910.2019350621058,1,4,8,4.840746681425564,0.8488107544803163,0.9074111534775774,0.8148223069551548,1.0,7.09653594751716,1.7095746074416867,5.703400425475964,-0.15285646101149197,0,12.897454363029983,0,0.9341269217876264
FL000010,B737,33.25703158371604,-97.22165374399387,41.30499701928718,-82.00348896884965,ZFW,ZOB,1612946.4584034106,870.9214138247357,31000,252.15435105587997,6460.642164425982,4070.2045635883687,10,2,16,0.7155973814452602,0.6974284108026143,0.838247814170195,0.8615332773144924,0.8149623510258978,1.1434386942921513,0.5571558488872643,0.5013960888169564,30.651638605459304,0,8.669282253569058,0,0.30777534800941003
FL000011,B737,33.50520694359446,-84.27648628913433,41.080894180400236,-82.18921513722601,ZTL,ZOB,862296.6940998626,465.60296657659967,31000,252.15435105587997,3447.664233329187,2172.028466997388,12,2,11,3.2965575210928946,0.9116784765573989,0.786609972354062,0.9288336748999518,0.6443862698081724,4.802849796925463,3.1491572246634005,4.930005274287634,29.77086876958697,0,13.594406080806227,1,0.35810772834475857
FL000012,B788,34.07444326005481,-117.97370644690139,32.49252102749684,-96.67410952418099,ZLA,ZFW,1984109.8127191847,1071.3335921809853,37000,289.245881778,7455.738394084561,4697.115188273273,8,3,7,24.438666590429325,0.7909470420093048,0.955097036611699,1.0,0.910194073223398,5.535918903000955,0.6484294615998674,1.4794583111107595,44.956546841723764,0,5.572338138509469,1,0.897618620288145
FL000013,A320,47.16439359550844,-121.91688627237352,32.719052229731105,-97.0572126408426,ZSE,ZFW,2639749.7447868893,1425.3508341181907,33000,252.15435105587997,10890.324108949246,6860.904188638025,6,4,13,1.9926290459184446,0.9280572490823014,0.6947762481143934,0.6206114904390609,0.7689410057897259,3.7615478633303274,3.238171049090395,3.8771557216707704,44.770264797192354,1,6.89298069655984,0,0.35092208234204936
FL000014,B738,40.61130473439737,-73.89014990194778,34.187293650867645,-118.69839599022797,ZNY,ZLA,3978451.0351731367,2148.1917036572013,39000,268.48823614452004,17030.580704182554,10729.265843635008,4,6,21,14.13232108058917,0.7537949174922265,0.5328463094845018,0.537168351665282,0.5285242673037217,0.04626859072556664,8.12878804935482,5.959534000512497,67.80550007109454,1,16.93287412936727,0,0.6658961025441821
FL000015,B738,40.86428477185779,-74.29931564012325,38.68116112732114,-77.32231088029162,ZNY,ZDC,354463.7442095188,191.395110264319,27000,255.06382433729402,1381.3992288507268,870.2815141759579,8,4,20,0.16482902226498056,0.6704631145349559,0.5071978754448037,0.522301969971149,0.4920937809184583,0.05516966354170111,0.29761503496726244,-0.3100404167978788,23.113973919285797,0,10.895352003339031,0,0.15599859279707617
FL000016,A320,47.91303473926727,-121.84159485799933,42.27271767691143,-71.1868819142072,ZSE,ZBW,3952700.082215709,2134.2873014123697,39000,265.4256326904,14805.515188257054,9327.474568601943,7,4,19,1.904830778334615,0.8719327734637395,0.8319461249818694,0.7547022940393612,0.9091899559243776,2.606390024322663,6.0548498437939715,4.911934068094041,-3.0109767804839187,0,51.92737610168163,1,0.6144837309213275
FL000017,A359,41.31861363759041,-81.2443380329492,40.189807146937554,-104.91686211187672,ZOB,ZDV,1991741.5421746192,1075.4543964225804,35000,289.245881778,7589.9334108660205,4781.658048845593,5,3,21,10.640254046421246,0.860619670771686,0.4093397483294773,0.40096688228934596,0.4177126143696086,0.2608740264256955,0.2885553733233142,1.3982564815660214,52.148077821708306,0,8.69722178968903,0,0.1736702087693664
FL000018,B737,39.3205487806419,-105.40546228591481,39.39383957850118,-77.16262920424388,ZDV,ZDC,2418221.3496181574,1305.7350699882059,31000,252.15435105587997,9531.813246122538,6005.042345057199,4,5,18,4.599961540324954,0.9385899648995101,0.8843331408891149,0.8250500731574488,0.9436162086207808,6.3698033492624955,0.8102542277872244,3.650261710013952,22.793185158419387,0,14.939792244026826,1,0.5419402658462875
FL000019,B738,41.49562624677711,-87.48058969788394,47.85224487926543,-122.24873123490283,ZAU,ZSE,2812702.2575185536,1518.7377200424155,37000,268.48823614452004,10625.467249444991,6694.044367150344,5,5,20,26.685455519033713,0.5785766889667467,0.4445818419024591,0.49833534307923116,0.39082834072568695,1.533591542714512,1.9486249624548198,1.7985212003410365,7.338384013868799,0,15.050718366459323,1,0.3840342573761162
FL000020,A320,40.90972505586382,-74.12179816862078,34.28930070584302,-117.82844565833089,ZNY,ZLA,3879017.5292810476,2094.501905659313,37000,265.4256326904,16282.042948763436,10257.687057720963,8,1,8,4.361410191628691,0.8668547390315998,1.0,1.0,1.0,9.011988017582794,6.629027485360458,6.7541862732316575,52.847043998265086,0,9.342306148101242,1,1.117265967133295
FL000021,B737,42.20063724292317,-87.18000008670808,41.72501950838836,-81.58098480406422,ZAU,ZOB,465863.52757919265,251.54618119826816,27000,252.15435105587997,1836.4653459740994,1156.9731679636825,8,0,19,4.582468916754746,0.5863159679068949,0.9038907625812254,0.982869545040338,0.8249119801221129,0.2591204797395562,6.278467670661355,2.0370633076906297,22.843773802408833,1,10.74510549237868,0,0.8003436222767227
FL000022,B738,33.033781202042455,-96.9191494507242,33.79328483232963,-118.53865467149348,ZFW,ZLA,2004745.9324988,1082.4762054529158,31000,255.06382433729402,7933.043972989974,4997.817702983683,2,3,9,0.15704167200573071,0.5586322136600951,0.9572095048940962,0.9144190097881923,1.0,9.240671359325127,2.7955431077658544,7.929636840054919,30.674223171333345,0,7.756140734265031,1,1.0114721316339685
